short_description,category
"El Día de Los Reyes Magos (The Day of the Three Kings) is the most anticipated holiday of the year for Spanish children. Also known as Epiphany, it's celebrated 12 days after Christmas and marks the day Los Reyes Magos, the Three Kings from the East, brought gold and gifts to the newly-born Baby Jesus.",TRAVEL
The glimpse of a robin atop a huge snow pile doesn't seem to hold the usual promise that warmer temperatures are close at hand.,TRAVEL
"When you think about picking up your life and moving across the world for six months, things in your life tend to fall into two different categories. Can I live without it or do I need this for my everyday happiness?",TRAVEL
"London is known for having the best pubs in the world, but don't overlook the cocktails! They range from experimental and refined to classic and refreshing.",TRAVEL
"Do you live near the ""ugly bridge everyone hates?""",TRAVEL
"Tony Robbins, the self-help guru who turned the former coconut plantation into the five-star haven, aptly describes the resort as ""killer plush.""",TRAVEL
"Wildlife, in general, has always bewitched me, but I have always specifically been fascinated with African wildlife. I often wished I could be a Kuki Gallmann and go far away from my reality in exchange for a remarkable life experience.",TRAVEL
"During our travels around the globe, we have stayed in some pretty gorgeous rooms. But a beautiful room means nothing if it looks out at a brick wall.",TRAVEL
"World famous travel destination, Napa, California, is best known for its abundance of wineries. However, it's also home to a multitude of gourmet restaurants, unique shops and a vibrant live entertainment scene.",TRAVEL
"Then I headed over to The Waterfall Gardens at The Palazzo for their fabulous fantasy display. Their horticulturists have managed to create an amazing scene, complete with ice branches, glittering trees, and hand-crafted peacock statues.",TRAVEL
May marks the start the Alaskan cruise season.,TRAVEL
"Florence, and indeed, each town and city around here, really dresses up at Christmas time. Florence decorates its street with cascades of twinkling white lights, and each street has a different kind of twinkling white lights, making a spectacular scene once darkness falls.",TRAVEL
There are two ways of coping with New York: The first is to throw yourself right on in there; the second is to go for a slightly different perspective.,TRAVEL
"This is a place where you can spend the afternoon at an elegant historical tea ceremony and the evening at a loud, blinking internet cafe.",TRAVEL
"Each year, we look forward to Lonely Planet's take on the next places to visit. Their book, out Tuesday, highlights the best",TRAVEL
"Did you ever imagine a yacht on wheels? Well, my father did, though now you see such things on our roads and highways all the time. We call them ""RV's."" Along with his many achievements in his remarkable life, my father invented the first luxury RV.",TRAVEL
"Stretching along the Bay of Fundy from Windsor to Digby, the Annapolis Valley is a patchwork of picture-perfect farmland, charming little towns and vineyards.",TRAVEL
"In every Italian home, in every trattoria, braised beef and mashed potatoes are a staple. What we’re proposing is a simple",TRAVEL
"By Chris O'Regan, Amateur Titanic enthusiast from Brisbane 4. Captain Smith could have responded to the numerous ice warnings",TRAVEL
"Jewry for over two millennia, or the ancient community of Rhodes, nor such famous members as Colonel Mordechai Frizis, the officer who fought valiantly against the Italian invasion in 1940, that recall how widespread Greece's Jewish community was before the German Holocaust.",TRAVEL
"The desert is caked on our windscreen and I can make out the obstacle in front. It looks like a bike security chain, fastened in the middle with a padlock and strung between two cacti.",TRAVEL
"Whether wrapped in Egyptian cottons or not, everyone casts a shadow. Being reminded of that fact ought not to ruin anyone's vacation.",TRAVEL
The origin of both the tradition and 2017's tree.,TRAVEL
"Most people don't need a reason to drop by their neighborhood watering hole, but if you're someone who has to have an occasion to belly up to the bar, then you're in luck. Here are the best bars in which to celebrate some of our major holidays, starting with Independence Day.",TRAVEL
"We don't recommend visiting the Eiffel tower without a solid plan for eating, whether to fortify yourself for the wait or to restore your sanity after the harrowing elevator ride. Here are some tables to consider that don't require a crosstown trip.",TRAVEL
A couple of years ago I ran across an inexpensive gadget that enables you to get tough on the grime while limiting the damage to your fingers: a beautifully designed ridged washboard small enough to fit into your toiletries bag.,TRAVEL
It's gonna be a BIG one.,TRAVEL
"A bizarre truism about frequent flyer miles is that the easier they are to get ahold of, it seems, the harder they are to",TRAVEL
"In a few short days, droves of people busting at the seams (mostly from a few too many sugar cookies) will be trying to shift and shimmy into airline seats fit for a 10-year-old child. Singles, couples and families will jet across this vast country for joyous holiday feasts and festivities. But mixed in amongst these ""home for the holiday"" travelers is a completely different breed of traveler: the expat.",TRAVEL
"For Architectural Digest, by Nick Mafi. Dubai is a city that loves superlatives: world's tallest skyscraper (Burj Khalifa",TRAVEL
"Gearing up for my first night of Carnival, I spent an inordinate amount of time choosing my dress for the famed Copacabana Palace Ball.",TRAVEL
"We were from opposite sides of the world and strangers who could hardly speak a word of each other's language. Yet for those six days, she treated me with a mother's love and tenacity, as if I were her daughter.",TRAVEL
"Summer's here, it's time to celebrate your independence this Fourth of July -- without paying through the nose.",TRAVEL
"It has been described as a mix of selfishness, pushiness, and competitiveness, plus a fear of losing or missing out, and is said to be characteristic of the people of Singapore and Malaysia.",TRAVEL
"I'm dangling above a tree stand in Costa Rica about to zip line 500 feet above the lush forest floor at 40mph, one gloved hand on my karabiner and another on what I've been assured is a brake.",TRAVEL
"1. Banana Boating. While watching a speed boat dragging teenagers behind them on a tube while on a recent vacation, we couldn't",TRAVEL
"With Cars Land having opened in Disneyland, and New Fantasyland on deck for Walt Disney World in December, Disney parks have",TRAVEL
