short_description,category
Photo by Jones Design Company. Make your ordinary light switch stand out with this Craft Of The Day. We are excited about,HOME & LIVING
"In 2012 I participated in my second Mongol Rally, the ultimate road trip from London to Mongolia to raise funds for a charity",TRAVEL
I don’t know about you but I am really tired of wasting precious time looking for hotel deals on the Internet. Between all,TRAVEL
Step into the Los Angeles home of Rooney rock band drummer Ned Brower and actress Sarah Jane Morris and you might be surprised,HOME & LIVING
It’s the summer of the road trip. Get ready to go with these must-haves for spending hours in the car. Happy driving!,TRAVEL
"Since Democrats raced to distance themselves from Carter with almost as much vigor as Republican embraced him, the Carter failure meme has gone unchallenged for 35 years.  With Carter's announcement that he is fighting advanced cancer, maybe it is time to set the record straight.",POLITICS
"6. Remove Carpet Dents With An Ice Cube: This sounds super weird, but there is truth to it! Leave it in the stubborn hole",HOME & LIVING
"Prince Charles made his official rounds at the Ideal Home Show in London Friday, touring exhibits, testing furniture, and",HOME & LIVING
"In the past six months, congressional Republicans have illustrated just how little they consider the needs of the women and",POLITICS
"As a young parent, I simply viewed family vacations as a time for fun. If they learned something new along the way, it was a bonus. Now that my kids have grown into young adults, I can fully appreciate the impact our family vacations had in changing their perspectives.",TRAVEL
Do you have a home story idea or tip? Email us at homesubmissions@huffingtonpost.com. (PR pitches sent to this address will,HOME & LIVING
"On Sunday, daredevil Nik Wallenda completed a 1,500-foot high-wire walk over the Grand Canyon that had us all holding our",TRAVEL
"As one of the few places still left in Europe that is untouched by English-speaking tourists, Starbucks chains and menus in 10 languages, I'd say Krakow is a destination worth checking out.",TRAVEL
"“That is embarrassing,” one voter said. “I have a daughter. I have a son who’d never speak like that.”",POLITICS
These DIY thread spool wine corks from the creative crafters at A Beautiful Mess are absolutely adorable. And we think they'll,HOME & LIVING
Chinese President Xi Jinping called it a “hard-won achievement” that “all signatories should stick to.”,POLITICS
"Every year, hundreds of thousands of Catholics and non-Catholics alike visit the Basílica to kiss that very pillar seeking protection and showing their faith and love for Virgen del Pilar.",TRAVEL
"The Pennsylvania Ballet's Facebook post has since garnered more than 30,000 likes.",SPORTS
"When I moved to London I made the mistake many, many, others have before me (and some continue to make today). I assumed",HOME & LIVING
Cleaning and dusting underneath your refrigerator can be a very difficult task.,HOME & LIVING
It's almost crunch time!,HOME & LIVING
Where will you go for your next trip? And could that destination become what you will call home?,TRAVEL
"""This is a very difficult decision, but one ultimately made because of the love of the game.""",SPORTS
"KIAWAH ISLAND, S.C. -- The names atop the leaderboard at the 94th PGA Championship is a blast from the past, with plenty",SPORTS
Live updates from the 2016 NFL Draft. Quarterback Jared Goff was selected by the Los Angeles Rams with the first pick Thursday,SPORTS
"Flickr photo by brianwc Nepenthes (or pitcher plant) is a genus of carnivorous, mostly vining, tropical plants native to",HOME & LIVING
"“We will see what happens. Time will tell. Time will tell.""",POLITICS
"Last month, a group of high school students and their chaperons were ordered off a flight to Atlanta for refusing to sit",TRAVEL
Yankees closer Mariano Rivera received another present before his final season in the major leagues comes to an end. Making,SPORTS
"Caffè Strada serves Attibassi coffee in Amman. Strada (as the Rainbow Street hipsters call it) is stripped-down cool, authentically Rainbow Street on the outside, sleek and modern on the inside. It's community, a happy place with time-honored coffee and honest tea.",TRAVEL
"Oct. 25, 2015. The final seconds tick down for a Washington Redskins 31-30 victory over the Tampa Bay Buccaneers.",SPORTS
"Don't waste another minute on your hands and knees in your kitchen, searching for that missing cutting board or rolling pin",HOME & LIVING
"Many of us can relate to the notion of ""getting off to a good start.""  For CEOs, a good start may come in the form of a new product that will secure their company's future.",POLITICS
*Cue wanderlust*,TRAVEL
Everything's better in neon.,HOME & LIVING
"Here's another wolf in sheep's clothing for you, though this plant is hardly vicious at all: Flickr photo by Tropic~7 Through",HOME & LIVING
Rousey is taking the world by storm.,SPORTS
"Whether you're on the prowl for a perfect beach or a city bursting with culture, these cities and countries deliver big but cost little.",TRAVEL
“We just wanted somewhere where we could have an opportunity to make something out of [our lives].”,SPORTS
"We now have somewhat of an idea of what it's like to break up with Mark Cuban, and it's scary.",SPORTS
"The Travel Channel's latest offering in a line up of new shows is ""Hotel Impossible,"" which follows hotel veteran Anthony",TRAVEL
"I didn't want my nerves to distract me from my experiences abroad, so on a whim, I bought myself a journal and challenged myself to write, every day, for the next 100 days. Writing every day will help me to capture moments during my travels that I hope to remember for years to come -- little happenings that make a world of difference.",TRAVEL
The state said it would ask the Supreme Court to review its voter ID law.,POLITICS
Dennis Hastert agreed to pay $3.5 million to a person the former House speaker sexually abused when the victim was 14 years,POLITICS
"Avert your eyes, Texas.",SPORTS
"The 23rd overall pick in the 2008 NFL Draft, Mendenhall spent his first five seasons with the Pittsburgh Steelers. He recorded",SPORTS
"""Big box"" stores might have trimmed the time it takes to run our weekend errands, but we'd be lying if we said we didn't",HOME & LIVING
"When the Pope takes the stage in the heart of the nation's capital, Americans will be enthralled. He has done more than any other Vatican leader in our lifetime. And he has done so with grace, energy, and determination. Our political leaders will be watching him. They should learn from him too.",POLITICS
The music in the video’s not to shabby either.,HOME & LIVING
"The press to fast-track TPP is a sellout of democracy, but it is also a symptom of a deeper collapse of faith in American self-government.  Increasingly, people who want to get something done find ways around democratic lawmaking: private investment, nonprofit social mobilization, executive actions, lawsuits in the courts, anything but going to Congress.",POLITICS
